,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,5.0,6.0,7.0,6.0,3.0,0.0,0.0,7.0,250.0,4.0,1.0
gamestone.csv,0.0,0.0,2.0,1.0,14.0,0.0,0.0,20.0,302.0,1.0,8.0
gbif-providertoolkit.csv,2.0,59.0,1.0,0.0,0.0,0.0,1.0,5.0,75.0,0.0,0.0
heekscad.csv,0.0,15.0,0.0,1.0,16.0,0.0,3.0,4.0,247.0,0.0,8.0
igarden.csv,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0
levent.csv,0.0,26.0,1.0,7.0,2.0,0.0,0.0,20.0,32.0,0.0,0.0
lportal.csv,6.0,2.0,0.0,4.0,10.0,0.0,1.0,43.0,0.0,2.0,1.0
natpad.csv,0.0,59.0,1.0,1.0,18.0,0.0,1.0,11.0,16.0,6.0,0.0
openmsx.csv,5.0,11.0,0.0,4.0,3.0,0.0,1.0,40.0,160.0,0.0,1.0
owlapi.csv,2.0,23.0,0.0,3.0,3.0,0.0,1.0,0.0,242.0,2.0,1.0
xcsoar.csv,0.0,12.0,0.0,0.0,18.0,1.0,2.0,0.0,154.0,2.0,1.0
