,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.83,0.79,0.51,0.8,0.62,0.7,0.05,0.42,0.52,0.79,0.53
gamestone.csv,0.82,0.0,0.72,0.83,0.82,0.9,0.9,0.57,0.85,0.86,0.92
gbif-providertoolkit.csv,0.65,1.01,0.84,0.72,0.0,0.85,0.95,0.84,0.67,0.86,0.91
heekscad.csv,0.02,0.52,0.46,0.68,0.66,0.64,0.61,0.47,0.65,0.76,0.58
igarden.csv,0.74,0.88,0.9,0.04,0.86,0.71,0.78,0.88,0.79,0.84,0.82
levent.csv,0.52,0.72,0.57,0.73,0.69,0.04,0.76,0.63,0.66,0.69,0.55
lportal.csv,0.98,0.59,0.7,0.88,0.97,0.84,0.88,0.76,0.16,0.81,0.98
natpad.csv,0.56,1.01,0.54,0.64,0.55,0.59,0.71,0.61,0.52,0.84,0.09
openmsx.csv,0.72,0.86,0.92,0.9,0.77,0.9,0.79,0.73,0.86,0.02,0.9
owlapi.csv,0.71,1.02,0.75,0.94,0.8,0.83,0.8,0.0,0.68,0.7,0.7
xcsoar.csv,0.42,0.71,0.08,0.57,0.6,0.59,0.73,0.52,0.51,0.73,0.46
