,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.49,0.29,0.69,0.3,0.64,0.47,0.96,0.78,0.64,0.5,0.6
gamestone.csv,0.21,1.0,0.34,0.22,0.25,0.12,0.13,0.52,0.21,0.2,0.11
gbif-providertoolkit.csv,0.43,0.0,0.19,0.33,1.0,0.19,0.06,0.19,0.41,0.17,0.11
heekscad.csv,0.99,0.7,0.72,0.64,0.59,0.54,0.56,0.74,0.66,0.49,0.54
igarden.csv,0.3,0.15,0.13,0.97,0.17,0.36,0.33,0.15,0.28,0.2,0.23
levent.csv,0.73,0.55,0.72,0.6,0.62,0.99,0.55,0.62,0.62,0.53,0.64
lportal.csv,0.34,0.72,0.5,0.34,0.16,0.47,0.32,0.53,0.87,0.5,0.35
natpad.csv,0.62,0.0,0.61,0.48,0.59,0.52,0.42,0.51,0.73,0.26,0.92
openmsx.csv,0.58,0.46,0.39,0.4,0.44,0.39,0.54,0.54,0.45,0.98,0.42
owlapi.csv,0.36,0.14,0.33,0.07,0.25,0.25,0.35,1.0,0.52,0.42,0.53
xcsoar.csv,0.7,0.41,0.94,0.55,0.61,0.46,0.38,0.56,0.65,0.36,0.69
