,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.51,0.42,0.29,0.29
n2cms.csv,0.65,0.29,0.24,0.28
nassp.csv,0.44,0.36,0.33,0.48
nug.csv,0.41,0.1,0.54,0.2
