,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.85,0.38,1.0,0.53,0.56,0.44,0.45,0.33,0.47,0.7,0.53,0.79
dsworkbench.csv,1.0,0.14,0.16,0.39,0.29,0.43,0.32,0.18,0.44,0.37,0.44,0.81
gogoego.csv,0.47,0.98,0.17,0.43,0.31,0.24,0.33,0.14,0.41,0.36,0.18,0.95
jpaul.csv,0.53,0.27,0.26,0.97,0.47,0.09,0.4,0.0,0.5,0.23,0.0,0.2
loki-lib.csv,0.78,0.39,0.37,0.44,0.44,0.4,0.48,0.29,0.5,0.57,0.96,0.6
motu.csv,0.41,0.42,0.3,0.53,0.0,0.28,1.0,0.18,0.48,0.39,0.43,0.31
mp-rechnungs-und-kundenverwaltung.csv,0.42,0.27,0.36,0.18,0.1,0.37,0.35,0.0,0.93,0.37,0.4,0.88
rtrt-on-gpu.csv,0.35,0.3,0.22,0.22,0.0,0.34,0.22,0.95,0.25,0.55,0.15,0.39
scenemonitor.csv,0.74,0.4,0.58,0.55,1.0,0.38,0.43,0.24,0.5,0.64,0.43,0.68
xstore.csv,0.53,0.42,0.52,0.46,0.5,0.51,0.48,0.5,0.47,0.98,0.48,0.9
yarp0.csv,0.55,0.41,0.63,0.38,0.31,0.97,0.1,0.58,0.47,0.47,0.45,0.76
zemljanka.csv,0.87,0.39,0.94,0.43,0.56,0.52,0.39,0.29,0.48,0.68,0.48,1.0
