,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.77,0.24,0.99,0.38,0.38,0.29,0.3,0.2,0.32,0.54,0.4,0.96
dsworkbench.csv,1.0,0.13,0.82,0.37,0.5,0.5,0.22,0.12,0.42,0.48,0.48,0.95
gogoego.csv,0.89,0.99,0.77,0.83,0.67,0.33,0.23,0.25,0.47,0.73,0.19,0.95
jpaul.csv,0.86,0.32,0.84,1.0,0.57,0.14,0.42,0.0,0.47,0.5,0.0,0.96
loki-lib.csv,0.78,0.31,0.89,0.38,0.58,0.29,0.32,0.2,0.39,0.56,1.0,0.97
motu.csv,0.93,0.43,0.95,0.62,0.0,0.31,1.0,1.0,0.42,0.54,0.5,0.95
mp-rechnungs-und-kundenverwaltung.csv,0.71,0.26,0.88,0.4,1.0,0.32,0.4,0.0,1.0,0.79,0.31,0.95
rtrt-on-gpu.csv,0.67,0.32,0.81,0.3,0.0,0.38,0.17,0.91,0.36,0.68,0.25,0.98
scenemonitor.csv,0.86,0.27,0.88,0.39,1.0,0.31,0.29,0.15,0.35,0.62,0.59,0.97
xstore.csv,0.67,0.3,0.92,0.44,0.67,0.41,0.32,0.5,0.37,0.98,0.35,0.96
yarp0.csv,0.81,0.3,0.91,0.29,0.42,1.0,0.12,0.5,0.33,0.58,0.55,0.99
zemljanka.csv,0.78,0.24,0.88,0.28,0.38,0.37,0.25,0.17,0.32,0.52,0.44,1.0
