,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.88,0.91,0.07,0.61,1.0,0.89,0.61,0.75,0.85,0.93,0.76,0.56
dsworkbench.csv,0.0,0.31,0.14,0.29,0.12,0.16,0.63,0.44,0.3,0.37,0.28,0.78
gogoego.csv,0.12,0.0,0.21,0.02,0.06,0.16,0.5,0.06,0.19,0.1,0.48,1.0
jpaul.csv,0.19,0.17,0.21,0.0,0.19,0.16,0.15,0.0,0.27,0.17,0.0,0.11
loki-lib.csv,0.69,0.37,0.21,0.37,0.16,0.63,0.54,0.42,0.5,0.51,0.0,0.33
motu.csv,0.06,0.17,0.07,0.12,0.0,0.24,0.0,0.0,0.37,0.29,0.24,0.22
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.27,0.21,0.07,0.0,0.39,0.13,0.0,0.0,0.07,0.83,1.0
rtrt-on-gpu.csv,0.38,0.19,0.21,0.17,0.12,0.21,0.41,0.02,0.16,0.24,0.2,0.11
scenemonitor.csv,0.31,0.72,0.43,0.56,0.0,0.47,0.59,0.71,0.72,0.44,0.15,0.33
xstore.csv,0.69,0.51,0.21,0.24,0.12,0.42,0.54,0.1,0.5,0.02,0.89,0.89
yarp0.csv,0.31,0.47,0.36,0.54,0.22,0.0,0.15,0.15,0.73,0.32,0.2,0.11
zemljanka.csv,0.88,0.95,1.0,1.0,1.0,0.63,0.87,1.0,0.95,1.0,0.41,0.0
