,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.88,0.92,0.07,0.62,1.0,0.9,0.61,0.76,0.86,0.93,0.79,0.65
dsworkbench.csv,0.0,0.91,0.92,0.66,0.81,0.64,0.74,0.83,0.61,0.79,0.65,0.83
gogoego.csv,0.69,0.04,0.93,0.71,0.8,0.83,0.68,0.9,0.66,0.77,0.96,1.0
jpaul.csv,0.65,0.78,0.87,0.06,0.63,0.95,0.63,1.0,0.54,0.86,1.0,0.89
loki-lib.csv,0.72,0.62,0.8,0.6,0.67,0.73,0.55,0.65,0.58,0.66,0.07,0.66
motu.csv,0.74,0.63,0.83,0.54,1.0,0.79,0.0,0.9,0.57,0.75,0.67,0.84
mp-rechnungs-und-kundenverwaltung.csv,0.79,0.76,0.81,0.89,0.95,0.69,0.7,1.0,0.13,0.76,0.92,1.02
rtrt-on-gpu.csv,0.85,0.75,0.9,0.84,1.01,0.72,0.81,0.02,0.82,0.6,0.92,0.77
scenemonitor.csv,0.48,0.75,0.72,0.57,0.0,0.69,0.61,0.81,0.73,0.56,0.67,0.58
xstore.csv,0.89,0.6,0.68,0.58,0.61,0.52,0.55,0.51,0.62,0.03,0.92,0.9
yarp0.csv,0.66,0.6,0.63,0.71,0.78,0.06,0.94,0.33,0.76,0.69,0.65,0.4
zemljanka.csv,0.88,0.95,1.0,1.0,1.0,0.64,0.87,1.0,0.95,1.0,0.64,0.0
