,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,195.5,637.0,88.5,309.5,99.0,73.5,196.0,196.0,167.5,373.0,1954.5,47.5,99.0,436.0,98.5,99.0,95.5,182.0,95.5,931.5
cuberok.csv,194.5,696.5,97.5,185.0,597.5,499.0,97.5,97.5,93.5,378.0,156.0,96.5,98.5,1175.5,196.0,99.0,96.5,275.5,98.5,1766.0
emisview.csv,195.5,283.0,181.0,96.5,99.0,578.5,576.5,294.0,96.5,0.0,928.0,384.5,98.5,296.0,197.0,99.0,96.5,112.0,92.5,694.0
jas.csv,294.0,759.0,183.0,96.5,99.0,927.5,650.0,295.0,96.5,503.0,2053.5,535.0,98.5,306.0,98.5,390.0,96.5,379.0,97.5,492.0
jatlas.csv,96.5,235.5,184.0,94.5,99.0,340.0,196.0,359.5,62.5,279.5,839.5,96.5,99.0,256.0,196.0,99.0,38.5,87.5,92.5,888.0
javaprofiler.csv,294.0,1117.5,184.0,96.5,99.0,615.5,156.0,195.5,96.5,282.5,794.0,96.5,99.0,1538.0,197.0,99.0,96.5,375.0,98.5,2218.5
jchassis.csv,0.0,0.0,0.0,0.0,180.0,17.5,0.0,0.0,0.0,0.0,0.0,95.5,71.5,189.5,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,288.0,411.0,184.0,96.5,189.0,170.0,1087.5,196.5,96.5,90.5,259.5,80.5,94.5,1148.5,29.5,290.5,96.5,379.0,94.5,409.5
jrefactory.csv,195.0,2410.0,88.5,96.5,287.5,536.0,23.5,648.0,96.5,282.5,3686.0,96.5,81.5,2163.0,197.0,667.5,96.5,379.0,98.5,2249.5
kdenlive.csv,195.0,498.0,184.0,96.5,193.0,678.5,1649.0,196.5,176.0,378.0,3474.5,96.5,190.0,1064.0,196.0,385.0,96.5,473.5,98.5,1847.5
m-m-m.csv,294.0,2080.5,97.5,96.5,99.0,805.5,799.0,191.5,96.5,473.5,443.0,96.5,99.0,1713.0,197.0,99.0,96.5,375.0,98.5,2091.0
octet.csv,96.5,1243.0,184.0,151.5,99.0,759.5,196.0,295.0,96.5,284.5,4464.5,96.5,99.0,833.5,1170.5,99.0,146.0,381.0,94.5,1127.0
opendvr.csv,96.5,569.5,184.0,96.5,99.0,390.5,196.0,96.5,96.5,187.0,3009.0,96.5,98.5,337.5,1057.5,385.0,96.5,381.0,94.5,924.0
opennms.csv,193.5,1042.0,49.5,72.0,70.5,144.5,760.5,194.5,96.5,1087.5,606.5,73.5,94.5,0.0,218.0,624.5,89.5,138.0,57.5,590.5
poormans.csv,89.5,150.0,184.0,91.0,91.5,608.0,97.5,96.5,62.5,88.5,79.5,96.5,177.0,18.0,196.0,190.0,52.5,182.0,92.5,291.5
power-architect.csv,96.5,2034.5,184.0,96.5,99.0,546.0,196.0,96.5,179.0,567.0,5315.0,96.5,99.0,2397.5,196.0,99.0,96.5,473.5,98.5,2885.0
rohxel.csv,294.0,298.0,88.5,96.5,99.0,763.0,1224.5,92.5,96.5,90.5,67.5,96.5,92.5,0.0,98.5,291.5,96.5,375.0,92.5,690.0
synecdoche.csv,195.0,1066.0,97.5,96.5,291.5,548.0,196.0,97.5,78.5,567.0,2412.5,96.5,189.0,959.0,196.0,662.5,96.5,187.0,98.5,1646.5
thedata.csv,294.0,1476.0,97.5,96.5,99.0,709.0,1155.0,294.0,190.0,376.0,4267.0,96.5,97.5,1020.5,3057.5,99.0,96.5,379.0,96.5,174.5
x-ray-mule.csv,191.0,707.0,97.5,94.5,99.0,488.5,323.0,294.0,190.0,372.0,4282.5,1184.0,97.5,526.5,98.5,99.0,89.5,138.5,92.5,43.0
