,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.52,0.0,0.79,0.71,0.44,0.9,0.29,0.25,0.5,0.36,0.02,1.0,0.8,0.09,0.07,0.21,0.3,0.34,0.51,0.06
cuberok.csv,0.67,0.14,0.89,0.62,0.59,0.55,0.35,0.31,0.77,0.65,0.0,0.16,0.77,0.06,0.07,0.38,0.31,0.56,0.79,0.06
emisview.csv,0.85,0.14,0.75,1.0,0.39,0.5,0.47,0.3,0.83,0.0,0.03,0.12,0.81,0.25,0.27,0.31,0.67,0.0,0.88,0.0
jas.csv,0.72,0.06,0.86,0.78,0.46,0.51,0.39,0.31,0.77,0.41,0.05,0.17,0.84,0.12,0.32,0.21,0.25,0.27,0.71,0.1
jatlas.csv,0.64,0.36,0.86,0.29,0.62,0.52,0.25,0.2,1.0,0.32,0.0,0.16,0.72,0.0,0.12,0.39,0.0,0.5,0.71,0.11
javaprofiler.csv,0.68,0.09,0.91,0.6,0.7,0.43,0.33,0.23,0.78,0.5,0.0,0.13,0.81,0.05,0.08,0.28,0.32,0.39,0.9,0.02
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.74,0.1,0.75,0.53,0.5,0.33,0.38,0.42,0.82,0.43,0.25,0.33,0.61,0.0,0.0,0.42,0.21,0.37,0.83,0.2
jrefactory.csv,0.78,0.02,0.91,0.44,0.72,0.53,1.0,0.1,0.81,0.37,0.01,0.11,0.9,0.03,0.03,0.12,0.28,0.42,0.65,0.05
kdenlive.csv,0.85,0.17,0.85,0.37,0.53,0.54,0.3,0.31,0.92,0.45,0.03,0.19,0.8,0.0,0.09,0.39,0.44,0.39,0.67,0.03
m-m-m.csv,0.71,0.08,0.93,0.72,0.62,0.48,0.33,0.19,0.8,0.41,0.02,0.12,0.84,0.02,0.05,0.24,0.3,0.38,0.7,0.07
octet.csv,0.59,0.06,0.78,0.0,0.41,0.52,0.34,0.28,0.75,0.31,0.03,0.38,0.8,0.0,0.1,0.25,0.33,0.39,0.62,0.05
opendvr.csv,0.66,0.14,0.74,0.35,0.43,0.58,0.32,0.35,0.92,0.45,0.04,0.44,0.78,0.0,0.12,0.37,0.52,0.43,0.67,0.05
opennms.csv,0.53,0.07,1.0,0.5,1.0,0.43,0.41,0.49,0.79,0.26,0.08,0.67,0.81,0.0,0.33,0.09,0.25,0.0,1.0,0.0
poormans.csv,0.65,0.38,0.7,0.0,0.81,0.4,0.33,0.24,1.0,0.67,0.06,0.75,0.73,0.0,0.15,0.5,1.0,0.38,1.0,0.25
power-architect.csv,0.65,0.07,0.78,0.57,0.6,0.53,0.31,0.23,0.81,0.39,0.01,0.12,0.94,0.03,0.05,0.19,0.31,0.41,0.63,0.03
rohxel.csv,0.75,0.09,1.0,1.0,0.6,0.24,0.25,0.19,0.84,0.46,0.0,0.29,0.8,0.0,0.33,0.4,0.39,0.42,0.87,0.0
synecdoche.csv,0.62,0.08,0.78,0.35,0.54,0.54,0.3,0.29,0.83,0.39,0.02,0.07,0.81,0.0,0.02,0.3,0.34,0.69,0.6,0.07
thedata.csv,0.75,0.06,0.8,0.5,0.58,0.47,0.19,0.29,0.81,0.34,0.03,0.12,0.76,0.0,0.08,0.22,0.28,0.4,0.68,0.44
x-ray-mule.csv,0.61,0.08,0.74,0.79,0.29,0.0,0.42,0.33,0.76,0.0,0.02,0.06,0.71,0.06,0.06,0.21,0.14,0.14,0.83,0.0
