,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.92,0.49,0.46,0.53,0.67
intact.csv,0.76,0.46,0.06,0.26,0.78
miranda-icq.csv,0.66,0.36,0.49,0.4,0.7
ofbiz.csv,0.58,0.35,0.41,0.33,0.8
roolo.csv,0.72,0.4,0.41,0.67,0.7
