,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.0,0.0,2.0,0.0,2.0
intact.csv,0.0,2.0,1.0,1.0,4.0
miranda-icq.csv,0.0,1.0,1.0,1.0,2.0
ofbiz.csv,1.0,9.0,4.0,3.0,6.0
roolo.csv,1.0,1.0,13.0,0.0,9.0
