,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.85,0.6,0.6,0.8,0.67
intact.csv,0.65,0.5,0.04,0.25,0.87
miranda-icq.csv,0.5,0.43,0.6,0.35,0.71
ofbiz.csv,0.44,0.57,0.94,0.3,0.8
roolo.csv,0.61,0.73,0.69,0.7,0.74
