,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.16,0.53,0.53,0.68,0.75
intact.csv,0.55,0.57,0.96,0.83,0.72
miranda-icq.csv,0.54,0.69,0.5,0.69,0.72
ofbiz.csv,0.75,0.81,0.91,0.75,0.45
roolo.csv,0.75,0.83,0.65,0.37,0.81
