,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.07,0.34,0.35,0.65,0.67
intact.csv,0.43,0.27,0.05,0.35,0.71
miranda-icq.csv,0.21,0.4,0.29,0.22,0.66
ofbiz.csv,0.5,0.68,0.91,0.27,0.4
roolo.csv,0.64,0.78,0.57,0.22,0.76
