,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.86,0.82,0.0,0.0,0.55,0.7,1.0,1.0,0.77,1.0,0.86,0.0
fityk.csv,0.31,0.68,0.98,0.74,0.32,0.72,1.0,0.51,0.7,1.0,0.66,0.66
hatari.csv,0.69,0.52,0.8,0.64,0.82,0.55,0.67,0.11,0.48,1.0,0.89,0.55
lmms.csv,0.55,0.58,0.76,0.68,0.59,0.48,0.33,0.37,0.45,1.0,0.89,0.77
mecat.csv,0.21,0.1,0.34,0.13,0.23,0.01,0.11,0.0,0.16,1.0,0.0,0.09
nullc.csv,0.62,0.64,0.88,0.7,0.91,0.9,0.44,1.0,0.57,1.0,0.11,0.64
oscarmcmaster.csv,0.48,0.62,0.74,0.75,0.55,0.63,0.56,1.0,0.66,0.67,0.37,0.62
superwaba.csv,0.59,0.74,0.68,0.42,0.32,0.57,0.22,0.74,0.82,0.67,0.34,0.45
tycho.csv,0.48,0.42,0.54,0.43,0.41,0.25,0.11,0.71,0.27,0.33,0.06,0.34
vienna-add-in.csv,0.62,0.58,0.6,0.56,0.59,0.71,0.89,0.77,0.73,0.33,0.0,0.45
voms.csv,0.59,0.3,0.86,0.49,0.32,0.41,0.78,0.69,0.43,1.0,0.09,0.64
wsmt.csv,0.03,0.08,0.4,0.12,0.14,0.42,0.0,0.23,0.0,0.0,0.74,0.3
