,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.81,0.73,0.0,0.0,0.41,0.73,1.0,1.0,0.68,0.85,0.53,0.0
fityk.csv,0.25,0.27,0.98,0.74,0.44,0.9,0.85,0.54,0.41,0.48,0.73,0.62
hatari.csv,0.33,0.55,0.83,0.7,0.77,0.59,0.5,0.04,0.55,0.93,0.57,0.54
lmms.csv,0.33,0.45,0.36,0.41,0.49,0.59,0.27,0.21,0.45,0.58,0.57,0.59
mecat.csv,0.08,0.0,0.12,0.03,0.25,0.02,0.05,0.0,0.0,0.12,0.0,0.03
nullc.csv,0.5,0.0,0.92,0.51,0.85,0.8,0.7,0.86,0.45,0.5,0.27,0.37
oscarmcmaster.csv,0.36,0.18,0.36,0.56,0.59,0.73,0.38,0.93,0.68,0.35,0.83,0.36
superwaba.csv,0.33,0.36,0.25,0.23,0.2,0.66,0.24,0.68,0.82,0.53,0.77,0.35
tycho.csv,0.28,0.0,0.3,0.23,0.26,0.17,0.03,0.21,0.14,0.2,0.07,0.13
vienna-add-in.csv,0.64,0.45,0.75,0.56,0.66,0.41,0.77,0.57,0.82,0.58,0.07,0.31
voms.csv,0.36,0.0,0.79,0.3,0.26,0.49,0.15,0.5,0.27,0.47,0.3,0.49
wsmt.csv,0.03,0.27,0.14,0.11,0.1,0.56,0.0,0.0,0.0,0.23,0.13,0.39
