,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.46,0.84,0.0,0.0,0.32,0.66,0.12,0.56,0.69,0.06,0.65,0.0
fityk.csv,0.5,0.92,0.35,0.65,0.21,0.62,0.14,0.55,0.78,0.09,0.51,0.22
hatari.csv,0.62,0.81,0.34,0.63,0.28,0.66,0.15,0.8,0.64,0.05,0.65,0.21
lmms.csv,0.57,0.85,0.54,0.75,0.3,0.62,0.14,0.68,0.67,0.08,0.65,0.26
mecat.csv,0.67,1.0,0.61,0.89,0.25,0.5,0.25,0.0,1.0,0.3,0.0,0.44
nullc.csv,0.5,1.0,0.34,0.72,0.28,0.69,0.08,0.59,0.71,0.09,0.33,0.32
oscarmcmaster.csv,0.52,0.94,0.53,0.71,0.25,0.63,0.17,0.57,0.66,0.09,0.34,0.31
superwaba.csv,0.59,0.9,0.6,0.77,0.37,0.64,0.11,0.58,0.67,0.06,0.34,0.25
tycho.csv,0.58,1.0,0.49,0.77,0.36,0.75,0.33,0.81,0.8,0.08,0.5,0.41
vienna-add-in.csv,0.44,0.85,0.3,0.65,0.25,0.78,0.14,0.63,0.64,0.03,0.0,0.27
voms.csv,0.57,1.0,0.37,0.75,0.3,0.63,0.41,0.63,0.76,0.1,0.25,0.26
wsmt.csv,0.5,0.57,0.61,0.67,0.33,0.6,0.0,1.0,0.0,0.0,0.87,0.17
