,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.54,0.41,0.41,0.59,0.6,0.4,0.34,0.49,0.5,0.46,0.85,0.64,0.41,0.57,0.77,0.37,0.61
arm-webradio.csv,0.73,0.52,0.83,0.77,0.76,0.56,0.73,0.96,0.58,0.59,0.71,0.67,0.56,0.71,0.61,0.48,0.71
codepurge.csv,0.47,0.44,0.66,0.56,0.72,0.44,0.86,0.41,0.86,0.69,0.53,0.33,0.56,0.44,0.89,0.44,0.52
fw4spl.csv,0.94,0.66,0.86,0.64,0.61,0.83,0.57,0.61,0.91,0.67,0.75,0.71,0.46,0.68,0.67,0.76,0.72
glas.csv,0.52,0.43,0.41,0.43,0.45,0.48,0.38,0.47,0.49,0.48,0.46,0.36,0.57,0.41,0.5,0.4,0.56
grisbi.csv,0.46,0.4,0.45,0.45,0.42,0.41,0.33,0.45,0.5,0.37,0.41,0.37,0.44,0.47,0.44,0.39,0.6
gwanted.csv,0.43,0.45,0.38,0.95,0.67,0.86,0.31,0.47,0.67,0.5,0.52,0.54,0.53,0.48,0.75,0.46,0.65
lcfizvtop.csv,0.46,0.39,0.64,0.41,0.43,0.63,0.35,0.39,0.47,0.43,0.41,0.33,0.4,0.48,0.39,0.32,0.5
ldview.csv,0.54,0.98,0.54,0.48,0.91,0.91,0.37,0.64,0.9,0.56,0.52,0.36,0.8,0.64,0.52,0.92,0.71
libmesh.csv,0.86,0.89,0.96,0.73,0.97,0.73,0.47,0.69,0.84,0.76,0.8,0.99,0.89,0.94,0.94,0.79,0.0
mediaportal.csv,0.0,0.97,0.96,0.91,0.92,0.83,0.5,0.67,0.67,0.8,0.75,0.56,0.5,0.89,0.67,0.83,0.66
olex2.csv,0.0,0.7,0.46,0.7,0.63,0.57,0.56,0.86,0.75,0.53,0.71,0.54,0.75,0.92,0.9,0.48,0.47
oppna-program-hsatools.csv,0.47,0.55,0.42,0.43,0.42,0.54,0.28,0.4,0.61,0.33,0.5,0.35,0.9,0.44,0.64,0.4,0.66
qlc.csv,0.4,0.42,0.43,0.65,0.59,0.6,0.38,0.55,0.43,0.54,0.5,0.53,0.63,0.49,0.55,0.48,0.65
somap.csv,0.48,0.39,0.41,0.39,0.43,0.39,0.32,0.46,0.45,0.39,0.39,0.36,0.41,0.42,0.4,0.36,0.57
wxcode.csv,0.83,0.98,0.46,0.57,0.48,0.62,0.37,0.5,0.8,0.92,0.68,0.47,0.8,0.77,0.86,0.78,0.71
xcf.csv,0.48,0.45,0.38,0.45,0.49,0.43,0.29,0.52,0.46,0.36,0.46,0.41,0.63,0.52,0.42,0.38,0.97
