,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.52,0.9,1.0,0.65,0.68,0.82,1.0,1.0,0.89,0.67,0.14,0.36,1.0,0.68,0.31,0.98,0.2
arm-webradio.csv,0.48,0.56,0.28,0.32,0.32,0.55,0.33,0.5,0.73,0.33,0.29,0.47,0.58,0.44,0.56,0.73,0.97
codepurge.csv,0.62,0.62,0.28,0.3,0.29,0.55,0.21,0.27,0.08,0.21,0.71,0.95,0.71,0.59,0.16,0.48,1.0
fw4spl.csv,0.19,0.52,0.5,0.46,0.29,0.27,0.41,0.19,0.14,0.35,0.29,0.34,0.71,0.32,0.41,0.32,0.4
glas.csv,0.57,0.77,0.89,0.49,0.39,0.55,0.64,0.73,0.7,0.4,0.57,0.82,0.58,0.54,0.41,0.8,0.6
grisbi.csv,0.86,0.98,0.94,0.86,0.71,0.82,0.77,0.88,0.89,0.9,1.0,0.85,1.0,0.95,0.84,0.88,0.86
gwanted.csv,0.38,0.52,0.56,0.21,0.71,0.18,0.67,0.12,0.19,0.42,0.71,0.54,0.38,0.39,0.34,0.53,0.31
lcfizvtop.csv,0.71,0.9,0.0,0.4,0.43,0.82,0.64,0.31,0.46,0.47,0.57,0.85,1.0,0.54,0.66,0.95,0.54
ldview.csv,0.76,0.17,0.78,0.41,0.14,0.27,0.64,0.58,0.32,0.31,0.57,0.88,0.04,0.44,0.41,0.1,0.83
libmesh.csv,0.14,0.27,0.17,0.4,0.07,0.36,0.65,0.46,0.38,0.36,0.14,0.08,0.12,0.17,0.31,0.33,0.0
mediaportal.csv,0.0,0.12,0.33,0.1,0.18,0.09,0.03,0.12,0.03,0.07,0.0,0.55,0.04,0.12,0.09,0.32,0.8
olex2.csv,0.0,0.35,0.5,0.41,0.68,0.27,0.41,0.08,0.03,0.43,0.57,0.53,0.21,0.2,0.22,0.73,0.54
oppna-program-hsatools.csv,0.33,0.48,0.94,0.87,0.82,0.55,0.89,0.54,0.32,0.96,1.0,0.88,0.21,0.61,0.41,0.62,0.29
qlc.csv,0.38,0.62,0.72,0.45,0.61,0.18,0.59,0.27,0.54,0.42,0.71,0.58,0.46,0.41,0.56,0.7,0.49
somap.csv,0.95,1.0,0.78,0.91,0.64,1.0,0.94,0.88,0.84,0.82,0.71,0.97,0.96,0.9,0.84,0.75,0.97
wxcode.csv,0.19,0.21,0.72,0.36,0.57,0.27,0.56,0.23,0.03,0.17,1.0,0.57,0.08,0.22,0.12,0.3,0.03
xcf.csv,0.62,0.56,0.83,0.73,0.61,0.64,0.92,0.77,0.84,0.61,1.0,0.68,0.38,0.66,0.81,0.82,0.11
