,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,193.0,175.0,995.5,63.5,51.5,197.5,93.0,54.5,908.5,87.5,82.5
fceugc.csv,394.0,188.5,382.0,93.5,601.0,296.5,294.0,934.5,195.0,96.5,97.5
flexpay.csv,296.5,91.5,99.0,313.0,171.0,265.5,295.0,430.5,190.0,92.5,97.5
jstock.csv,197.5,93.5,99.0,286.0,17.5,349.0,62.5,437.5,418.5,93.5,82.5
keyczar.csv,333.0,89.5,304.0,375.0,476.5,197.5,97.5,398.0,283.5,98.5,290.0
modellus.csv,494.0,93.5,198.0,51.5,104.0,97.5,97.5,165.5,523.0,98.5,97.5
open-data-kit.csv,395.0,289.0,198.0,286.5,427.0,296.5,264.5,969.5,195.0,98.5,97.5
phet.csv,194.0,89.5,99.0,375.0,476.5,296.5,198.0,1159.5,194.0,98.5,860.5
qtractor.csv,197.5,190.0,99.0,51.5,305.5,97.5,97.5,154.0,782.0,0.0,97.5
sumatrapdf.csv,494.0,289.0,198.0,189.0,98.5,295.5,198.0,957.5,380.0,96.5,97.5
synergyspace.csv,395.0,190.5,198.0,183.5,98.5,196.5,96.5,411.5,445.5,92.5,97.5
