,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,1.0,1.0
libtorrent.csv,0.6,1.0,0.61,0.17,0.84,0.03
moviesandbox.csv,0.98,0.89,0.85,0.0,0.97,0.03
sigil.csv,0.69,1.0,0.98,0.33,0.98,0.06
xbg.csv,0.68,0.85,0.61,1.0,0.88,0.08
xtreemfs.csv,0.57,0.98,0.84,0.17,1.0,0.04
