,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.5,0.67
libtorrent.csv,0.39,0.37,0.45,0.41,0.3,0.41
moviesandbox.csv,0.49,0.71,0.56,0.89,0.48,0.56
sigil.csv,0.39,0.67,0.48,0.83,0.44,0.47
xbg.csv,0.56,0.9,0.82,0.88,0.96,0.92
xtreemfs.csv,0.39,0.46,0.42,0.83,0.34,0.42
