,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.93,0.26,0.77,1.0,0.88,1.0
jlinalg.csv,0.21,0.66,0.76,0.0,0.42,0.86
knowledge.csv,0.07,0.25,0.8,0.0,0.59,0.26
massiv.csv,0.0,0.11,0.0,0.0,0.03,0.0
playerstage.csv,0.07,0.26,0.19,0.4,0.34,0.61
ultimairis.csv,0.71,0.42,0.65,0.2,0.74,0.16
