,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.79,0.5,0.0,0.66,0.89,0.51,0.87,0.47,0.68,0.0,0.55,0.59
miranda-icq.csv,0.39,0.19,0.1,0.46,0.14,0.21,0.26,0.32,0.01,1.0,0.2,0.0
pclasses.csv,0.02,0.23,0.0,0.16,0.0,0.02,0.21,0.0,0.04,0.0,0.08,0.38
pfaedit.csv,0.05,0.29,0.1,0.3,0.03,0.04,0.55,0.35,0.29,0.0,0.3,0.09
rockbox.csv,0.36,0.54,0.1,0.3,0.37,0.15,0.53,0.63,0.42,1.0,0.55,0.0
theresa.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrust.csv,0.38,0.25,0.45,0.42,0.69,0.02,0.29,0.54,0.46,0.0,0.2,0.34
tktoolkit.csv,0.66,0.46,0.9,0.58,0.66,0.85,0.42,0.0,0.43,0.0,0.41,0.34
trinitycore.csv,0.05,0.08,0.0,0.2,0.03,0.06,0.03,0.0,0.01,0.0,0.0,0.06
tzod.csv,0.12,0.0,0.62,0.34,0.69,0.0,0.32,0.63,0.52,0.0,0.34,0.09
yaprm.csv,0.5,0.23,0.1,0.16,0.66,0.6,0.0,0.35,0.23,1.0,0.41,0.41
