,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.96,0.92,0.9,0.88,0.71,0.67,0.83,0.92,0.93,0.88,0.98,0.94,0.55,0.0,0.8
arianne.csv,0.52,0.69,0.47,0.57,0.44,0.7,0.43,0.6,0.77,0.63,0.58,0.43,0.48,0.71,0.38
auber.csv,0.86,0.39,0.6,0.68,0.45,0.94,0.52,0.7,0.52,0.54,0.59,0.48,0.49,0.86,0.56
bl-toolkit.csv,0.53,0.45,0.47,0.9,0.47,0.64,0.38,0.93,0.52,0.52,0.53,0.47,0.49,0.56,0.41
growl-for-windows.csv,0.48,0.43,0.49,0.67,0.45,0.74,0.49,0.58,0.51,0.6,0.55,0.49,0.52,0.57,0.56
keyczar.csv,0.61,0.8,0.66,0.49,0.75,0.43,0.49,0.47,0.67,0.54,0.57,0.92,0.86,0.44,0.77
kml.csv,0.65,0.41,0.59,0.61,0.49,0.85,0.44,0.6,0.46,0.45,0.56,0.46,0.49,0.62,0.56
knowledge.csv,0.38,0.4,0.41,0.53,0.38,0.4,0.38,0.4,0.44,0.39,0.53,0.39,0.48,0.43,0.46
les-indemodables.csv,0.8,0.57,0.6,0.91,0.52,0.56,0.64,0.52,0.54,0.56,0.56,0.58,0.59,0.43,0.54
lportal.csv,0.57,0.95,0.65,0.0,0.74,0.94,0.64,0.97,0.9,0.97,0.8,0.99,0.92,0.8,0.55
lufa-lib.csv,0.72,0.57,0.58,0.79,0.41,0.52,0.48,0.65,0.81,0.59,0.77,0.58,0.59,0.65,0.66
micomt.csv,0.51,0.51,0.59,0.81,0.83,0.93,0.64,0.42,0.47,0.64,0.76,0.44,0.54,0.8,0.71
sigil.csv,0.81,0.4,0.69,0.69,0.42,0.88,0.89,0.61,0.48,0.58,0.73,0.58,0.6,0.8,0.83
ultimairis.csv,0.46,0.42,0.51,0.61,0.38,0.57,0.59,0.81,0.46,0.45,0.61,0.44,0.51,0.48,0.55
voms.csv,0.86,0.92,0.93,0.88,0.0,0.0,0.9,0.8,0.91,0.8,0.86,1.0,0.0,0.67,0.5
