,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.83,0.81,0.84,1.01,0.15,0.85,0.86,0.85,0.79,0.9,0.81,0.7,0.6,1.0,0.86
arianne.csv,0.02,0.83,0.74,0.6,0.7,0.65,0.53,0.72,0.8,0.59,0.79,0.74,0.72,0.81,0.92
auber.csv,0.73,0.47,0.59,0.82,0.56,0.72,0.39,0.63,0.44,0.06,0.53,0.51,0.44,0.76,0.9
bl-toolkit.csv,0.61,0.45,0.02,0.9,0.36,0.51,0.87,0.83,0.69,0.72,1.0,0.46,0.97,0.61,0.7
growl-for-windows.csv,0.85,1.01,0.76,0.79,0.83,0.33,0.78,0.57,0.85,0.65,0.83,0.65,0.92,0.87,0.0
keyczar.csv,0.69,0.8,0.55,0.65,0.84,1.12,0.77,0.8,0.79,0.75,0.83,0.9,0.81,0.13,0.83
kml.csv,0.61,0.82,0.69,0.59,0.55,0.47,0.0,0.51,0.36,0.4,0.63,0.69,0.54,0.66,0.8
knowledge.csv,0.82,0.0,0.96,0.95,0.83,1.0,0.93,0.99,1.0,1.0,0.98,0.97,0.94,1.0,0.9
les-indemodables.csv,0.78,0.68,0.67,0.79,0.57,0.97,0.64,0.7,0.53,0.72,0.81,0.68,0.08,0.48,0.57
lportal.csv,0.85,1.1,0.98,1.0,0.94,0.89,1.06,0.75,0.99,0.89,0.91,0.2,0.81,0.95,0.76
lufa-lib.csv,0.81,0.77,0.57,0.56,0.88,0.92,0.64,0.62,0.7,0.67,0.06,0.56,0.82,0.74,0.55
micomt.csv,0.78,0.44,0.83,0.7,0.85,0.02,0.6,0.73,0.45,0.62,0.68,0.82,0.47,0.95,0.51
sigil.csv,0.68,0.33,0.59,0.81,0.46,0.49,0.81,0.6,0.03,0.57,0.76,0.68,0.69,0.82,0.86
ultimairis.csv,0.75,0.61,0.8,0.86,0.57,0.55,0.68,0.13,0.76,0.84,0.85,0.92,0.8,0.64,0.72
voms.csv,0.98,0.79,1.03,0.11,1.0,1.0,0.75,0.91,1.02,0.93,0.95,0.8,1.0,0.96,0.94
