,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.59,0.69,0.64,0.63,0.55,0.04,0.64,0.65,0.56,0.81,0.88,0.76,0.7,0.68,0.67
autowikibrowser.csv,0.55,0.42,0.78,0.57,0.52,0.53,0.59,0.64,0.39,0.56,0.58,0.55,0.07,0.35,0.56
blue-c.csv,0.75,0.7,0.66,0.48,0.84,0.63,0.67,0.07,0.72,0.8,0.52,0.58,0.7,0.53,0.61
dynalloy.csv,0.72,0.61,0.02,0.9,0.74,0.58,0.56,0.48,0.57,0.95,0.87,0.72,0.69,0.7,0.61
hydrogen.csv,0.84,0.71,0.91,0.67,0.88,0.79,0.84,0.9,0.0,0.56,0.7,0.91,0.83,0.52,0.82
jcae.csv,1.0,0.97,0.89,0.0,1.0,0.92,0.95,1.0,0.94,0.88,0.9,0.82,0.82,1.0,0.96
lphant.csv,0.46,0.68,0.77,0.84,0.71,0.73,0.57,0.47,0.53,0.8,0.6,0.09,0.61,0.55,0.51
nosleepsoftware.csv,0.61,0.61,0.95,0.5,0.0,0.71,0.85,0.96,0.5,0.62,0.75,0.91,0.66,0.68,0.54
qgo.csv,0.63,0.0,0.83,0.43,0.57,0.59,0.81,0.77,0.58,0.52,0.54,0.62,0.52,0.49,0.6
quickfast.csv,0.59,0.59,0.71,0.66,0.5,0.62,0.63,0.61,0.49,0.56,0.61,0.78,0.6,0.55,0.04
rhex.csv,0.0,0.68,0.87,1.01,0.4,0.85,0.75,0.87,0.57,0.62,0.81,1.0,0.92,0.47,0.9
rocrail.csv,0.67,0.67,0.84,0.78,0.94,0.64,0.86,0.77,0.63,0.62,0.71,0.68,0.8,0.0,0.83
virtuoso.csv,0.87,0.83,0.92,0.92,0.88,0.85,0.78,0.78,0.56,0.05,0.72,0.79,0.79,0.75,0.78
xined.csv,0.83,0.88,0.83,0.59,1.0,0.79,0.89,0.77,0.69,0.91,0.2,0.59,0.77,0.86,0.89
yield.csv,0.64,0.46,0.63,0.66,0.6,0.59,0.02,0.48,0.51,0.57,0.66,0.59,0.56,0.44,0.6
