,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.63,0.43,0.52,0.62,0.58,0.97,0.49,0.44,0.54,0.3,0.23,0.56,0.59,0.56,0.46
autowikibrowser.csv,0.54,0.68,0.31,0.79,0.55,0.58,0.48,0.42,0.66,0.61,0.53,0.5,0.94,0.79,0.53
blue-c.csv,0.37,0.5,0.47,0.73,0.34,0.56,0.41,0.94,0.6,0.46,0.77,0.62,0.49,0.63,0.57
dynalloy.csv,0.54,0.54,0.98,0.4,0.54,0.57,0.7,0.7,0.61,0.21,0.45,0.61,0.54,0.62,0.47
hydrogen.csv,0.2,0.37,0.12,0.38,0.15,0.25,0.19,0.12,1.0,0.54,0.35,0.11,0.21,0.55,0.23
jcae.csv,0.0,0.04,0.15,1.0,0.0,0.1,0.06,0.0,0.07,0.15,0.12,0.22,0.21,0.0,0.05
lphant.csv,0.67,0.58,0.56,0.49,0.62,0.6,0.67,0.69,0.66,0.53,0.59,0.93,0.62,0.78,0.63
nosleepsoftware.csv,0.52,0.5,0.12,0.72,1.0,0.36,0.19,0.2,0.55,0.54,0.34,0.11,0.4,0.68,0.52
qgo.csv,0.46,1.0,0.22,0.74,0.49,0.51,0.23,0.27,0.49,0.59,0.54,0.52,0.61,0.61,0.48
quickfast.csv,0.58,0.59,0.51,0.64,0.59,0.6,0.56,0.45,0.63,0.64,0.58,0.55,0.72,0.63,0.97
rhex.csv,1.0,0.44,0.16,0.0,0.66,0.19,0.33,0.16,0.49,0.47,0.24,0.0,0.11,0.65,0.13
rocrail.csv,0.38,0.38,0.2,0.26,0.07,0.43,0.17,0.27,0.43,0.47,0.35,0.37,0.24,1.0,0.2
virtuoso.csv,0.2,0.48,0.33,0.32,0.41,0.48,0.54,0.56,0.68,0.96,0.34,0.53,0.54,0.59,0.34
xined.csv,0.2,0.41,0.37,0.48,0.0,0.48,0.13,0.27,0.36,0.12,0.83,0.49,0.27,0.17,0.13
yield.csv,0.52,0.71,0.57,0.72,0.6,0.64,0.98,0.58,0.67,0.71,0.68,0.67,0.68,0.73,0.68
