,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,0.78,1.0,0.18,0.17,0.71,0.12,0.44,0.8,0.71,0.21,0.81,0.47,0.66,0.04,0.26
fleet-simulator.csv,1.0,0.89,1.0,1.0,0.94,0.74,1.0,0.88,0.8,0.47,1.0,0.96,0.78,0.98,0.83,0.88
geogebra.csv,1.0,0.81,1.0,0.14,0.72,0.09,0.92,0.48,0.4,0.52,0.45,0.35,0.42,0.61,0.08,0.76
gtad.csv,1.0,0.14,1.0,0.09,0.5,0.29,0.56,0.4,0.0,0.4,0.12,0.33,0.37,0.27,0.08,0.45
hibernate.csv,1.0,0.14,0.0,0.22,0.61,0.84,0.72,0.56,1.0,0.97,0.55,0.31,0.54,0.53,0.5,0.52
ipfire-wall.csv,1.0,0.24,0.0,0.31,0.78,0.18,0.56,0.6,0.8,0.71,0.3,0.7,0.54,0.53,0.17,0.43
irplus.csv,1.0,0.24,1.0,0.36,0.83,0.38,0.8,0.6,1.0,0.68,0.36,0.39,0.37,0.61,0.21,0.74
mumble.csv,0.5,0.62,0.0,0.32,0.0,0.32,0.88,0.6,0.0,0.48,0.61,0.98,0.52,0.51,0.83,0.33
ondex.csv,0.5,0.0,0.0,0.08,0.67,0.61,0.6,0.36,0.2,0.1,0.52,0.24,0.32,0.36,0.12,0.48
powerfolder.csv,0.5,0.27,0.0,0.18,0.67,0.58,0.76,0.36,1.0,0.34,0.27,0.43,0.44,0.38,0.42,0.52
projectts.csv,1.0,0.68,1.0,0.22,0.56,0.4,0.88,0.64,0.4,0.62,0.64,0.59,0.42,0.64,0.12,0.64
quantlib.csv,0.5,0.03,0.0,0.9,0.0,0.83,0.0,0.28,0.0,0.95,1.0,0.35,1.0,1.0,0.75,0.02
smartgwt.csv,1.0,0.41,1.0,0.55,0.83,0.57,0.8,0.24,1.0,0.76,0.39,0.04,0.29,0.39,0.5,0.67
tweetsharp.csv,0.0,0.68,1.0,0.44,0.61,0.71,0.68,0.48,0.2,0.2,0.55,0.09,0.65,0.43,0.21,0.76
wxlua.csv,0.5,0.7,1.0,0.92,0.83,0.82,0.56,0.12,1.0,0.82,0.27,0.07,0.18,0.3,0.67,0.9
