,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,694.0,295.0,1714.0,98.5,98.5,392.0,98.5,581.0,4105.0,1285.5,301.5,154.0,182.0
emono.csv,1879.0,99.0,1743.0,98.5,98.5,392.0,197.5,778.5,5125.5,1463.5,459.5,379.0,196.0
freedom-erp.csv,320.0,196.0,447.5,98.5,103.0,0.0,89.5,288.5,104.5,809.0,180.0,190.0,182.0
haggle.csv,881.5,295.0,1766.5,145.0,97.5,93.5,98.5,0.0,178.5,447.0,184.0,182.0,92.5
jbpm.csv,317.0,99.0,144.0,132.0,95.5,0.0,57.5,292.0,0.0,756.5,97.5,87.5,0.0
jgossipforum.csv,1150.0,196.0,1245.0,98.5,97.5,91.5,98.5,231.5,259.5,147.0,367.0,379.0,97.5
joustsim.csv,708.5,99.0,1464.0,98.5,98.5,91.5,197.5,766.5,780.5,396.5,463.5,473.5,196.5
log4net.csv,608.5,456.5,643.5,98.5,98.5,254.5,97.5,820.5,41.0,978.0,180.0,40.5,94.5
madman.csv,1403.0,196.5,1684.5,1543.0,97.5,94.5,95.5,95.5,1266.0,306.0,184.0,181.0,95.5
mediate.csv,1879.0,99.0,2498.0,98.5,95.5,95.5,96.5,292.5,3755.5,969.0,254.0,286.5,95.5
pustefix.csv,325.5,293.5,1341.5,98.5,91.5,283.0,292.0,366.5,1682.5,207.5,459.5,186.0,196.0
synecdoche.csv,488.0,590.5,2691.5,98.5,98.5,95.5,98.5,583.5,2862.0,1260.0,645.5,187.0,295.0
tmva.csv,1444.5,99.0,1532.0,1913.5,98.5,392.0,197.5,778.5,4365.5,1463.5,459.5,282.5,196.0
