,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.8,0.96,0.62,0.96,0.41,0.96
kmess.csv,0.98,0.86,0.95,0.94,1.0,0.56
minig.csv,0.94,0.8,0.51,0.84,0.98,0.98
ossbuild.csv,0.86,0.69,0.74,0.63,1.0,0.81
rezilla.csv,0.53,0.87,0.73,0.96,1.0,0.8
webdriver.csv,0.91,0.48,0.8,1.0,0.7,0.57
