,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.46,0.45,0.51,0.21,0.66,0.76
kmess.csv,0.47,0.6,0.44,0.22,0.55,0.74
minig.csv,0.44,0.35,0.56,0.24,0.04,0.59
ossbuild.csv,0.21,0.45,0.35,0.45,0.0,0.33
rezilla.csv,0.58,0.22,0.38,0.05,0.0,0.49
webdriver.csv,0.14,0.63,0.44,0.0,0.43,0.6
