,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.78,0.87,0.49,0.96,0.23,0.96
kmess.csv,0.98,0.85,0.91,0.94,1.0,0.51
minig.csv,0.92,0.41,0.19,0.84,0.01,0.91
ossbuild.csv,0.15,0.06,0.19,0.04,0.0,0.24
rezilla.csv,0.08,0.2,0.13,0.2,0.0,0.56
webdriver.csv,0.18,0.22,0.71,0.0,0.45,0.29
