,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.33,0.36,0.43,0.12,0.65,0.63
kmess.csv,0.32,0.46,0.31,0.12,0.38,0.72
minig.csv,0.3,0.39,0.62,0.14,0.5,0.55
ossbuild.csv,0.33,0.82,0.46,0.57,0.0,0.62
rezilla.csv,0.75,0.39,0.57,0.04,0.0,0.56
webdriver.csv,0.22,0.68,0.34,0.0,0.4,0.75
