,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.57,1.0,0.24,0.54,0.96
elmo.csv,0.27,0.14,0.26,0.18,0.15
mscore.csv,0.37,0.65,0.74,0.74,0.28
tolven.csv,0.36,0.15,0.58,0.22,0.07
xbplayer.csv,0.13,0.31,0.24,0.56,0.29
