,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.1,0.32,0.79,0.41,0.58
elmo.csv,0.14,0.48,0.67,0.48,0.77
mscore.csv,0.07,0.39,0.61,0.34,0.78
tolven.csv,0.04,0.55,0.64,0.58,0.88
xbplayer.csv,0.0,0.49,0.75,0.41,0.73
