,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.36,0.41,0.42,0.33,0.43
elmo.csv,0.48,0.72,0.57,0.65,0.58
mscore.csv,0.41,0.4,0.35,0.36,0.43
tolven.csv,0.56,0.68,0.37,0.5,0.61
xbplayer.csv,0.89,0.51,0.46,0.32,0.45
