,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,97.5,98.5,196.0,96.5,98.5,2197.5,1884.5,434.5,454.5,198.0,99.0,197.5,270.5,271.5,393.5,99.0,4862.0
avisynth2.csv,97.5,37.5,47.5,155.0,79.5,2970.0,240.5,56.0,0.0,98.5,86.0,197.5,97.5,0.0,139.0,95.5,288.5
bigdata.csv,77.5,98.5,196.0,92.5,96.5,2195.5,1903.5,79.5,645.5,98.5,196.0,197.5,276.5,286.0,99.0,99.0,4487.5
dsworkbench.csv,97.5,92.5,183.5,98.5,98.5,1052.0,589.0,1793.0,756.5,99.0,38.5,91.5,95.5,70.5,48.0,98.5,1036.5
foursquared.csv,84.5,98.5,123.0,98.5,155.0,703.0,614.0,387.0,0.0,97.5,0.0,86.5,247.0,184.0,156.0,98.5,0.0
geotools.csv,97.5,98.5,196.0,98.5,98.5,668.5,670.5,380.5,459.5,197.5,196.0,98.5,368.0,182.0,256.5,99.0,4431.0
gephex.csv,97.5,291.5,196.0,98.5,98.5,2595.0,1628.0,6348.0,548.0,198.0,99.0,194.5,177.0,772.5,99.0,99.0,4169.5
jgossipforum.csv,59.0,98.5,187.0,275.5,662.0,574.0,122.5,259.5,367.0,97.5,196.0,293.5,97.5,281.5,229.5,93.5,2344.0
madman.csv,97.5,98.5,344.5,98.5,96.5,5703.5,301.0,459.0,184.0,197.5,95.5,96.5,97.5,184.0,288.5,95.5,153.0
pokenetonline.csv,97.5,98.5,97.5,98.5,98.5,1921.5,1466.0,4365.5,556.0,198.0,196.0,197.5,457.5,772.5,491.0,99.0,4630.5
qmmp.csv,97.5,98.5,196.0,194.0,98.5,7061.5,1057.5,343.5,456.5,198.0,97.5,197.5,362.0,188.0,190.0,99.0,2874.0
rcp-company-uibindings.csv,97.5,98.5,585.0,92.5,98.5,385.5,685.5,344.0,459.5,198.0,99.0,197.5,457.5,382.0,193.5,99.0,1120.0
simplewebservices.csv,97.5,98.5,196.0,98.5,98.5,2395.5,1874.5,4381.0,362.0,198.0,99.0,197.5,97.5,867.0,196.5,99.0,4801.5
t-2.csv,192.0,98.5,196.0,179.0,98.5,163.0,873.5,425.5,627.5,98.5,196.0,98.5,97.5,867.0,741.0,99.0,639.0
wsmt.csv,95.5,44.5,191.0,262.0,232.5,6270.0,197.5,7.5,0.0,1534.0,92.5,271.5,97.5,188.0,318.5,97.5,1370.5
yarp0.csv,97.5,286.5,367.5,98.5,1130.5,4052.5,686.0,4464.5,463.5,198.0,97.5,197.5,368.0,772.5,667.0,99.0,2253.0
