,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.76,0.77,0.33,0.82,0.2,0.15,0.05,0.04,0.11,0.35,0.63,0.89,0.56,0.6,0.5,0.99,0.01
avisynth2.csv,0.89,0.0,0.6,0.88,0.0,0.07,0.6,0.0,0.0,0.38,0.0,0.88,0.62,0.0,0.0,1.0,0.0
bigdata.csv,0.71,0.71,0.3,0.8,0.4,0.1,0.05,0.2,0.15,0.39,0.64,0.93,0.56,0.67,0.36,0.96,0.01
dsworkbench.csv,0.93,1.0,0.0,1.0,1.0,0.17,0.0,0.0,0.0,0.23,1.0,0.91,0.0,0.4,0.0,0.97,0.0
foursquared.csv,0.8,0.7,0.25,0.93,0.7,0.05,0.17,0.0,0.0,0.12,0.0,1.0,0.0,0.77,0.43,0.98,0.0
geotools.csv,0.78,0.64,0.33,0.82,0.37,0.21,0.07,0.04,0.22,0.47,0.63,0.91,0.25,0.74,0.67,0.96,0.01
gephex.csv,0.77,0.56,0.31,0.69,0.19,0.17,0.0,0.01,0.12,0.34,0.78,0.89,0.64,0.5,0.41,0.96,0.01
jgossipforum.csv,0.5,0.58,0.42,0.76,0.29,0.16,0.0,0.24,0.33,0.43,0.5,0.94,0.41,0.7,0.3,0.97,0.0
madman.csv,0.89,0.57,0.33,0.69,0.45,0.1,0.25,0.05,0.41,0.33,0.58,0.93,0.48,0.85,0.31,0.96,0.0
pokenetonline.csv,0.78,0.51,0.38,0.9,0.41,0.17,0.06,0.03,0.19,0.36,0.63,0.87,0.33,0.49,0.43,0.97,0.0
qmmp.csv,0.79,0.6,0.28,0.7,0.38,0.12,0.08,0.04,0.21,0.3,0.62,0.86,0.53,0.78,0.4,0.97,0.0
rcp-company-uibindings.csv,0.79,0.5,0.42,0.86,0.53,0.23,0.08,0.05,0.24,0.37,0.62,0.89,0.38,0.65,0.56,1.0,0.04
simplewebservices.csv,0.72,0.56,0.33,0.72,0.36,0.14,0.04,0.03,0.16,0.32,0.67,0.88,0.52,0.49,0.6,0.99,0.01
t-2.csv,0.69,0.55,0.3,0.76,0.35,0.35,0.05,0.05,0.15,0.31,0.64,0.84,0.37,0.48,0.15,0.95,0.04
wsmt.csv,0.71,0.0,0.22,0.25,0.38,0.05,0.0,0.0,0.0,0.13,0.4,0.87,0.83,0.67,0.0,0.93,0.0
yarp0.csv,0.8,0.44,0.56,0.71,0.3,0.11,0.0,0.02,0.24,0.29,0.7,0.88,0.45,0.53,0.42,0.98,0.0
