,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,0.72,0.65,0.4,0.58,0.12,0.24,0.09,0.08,0.17,0.48,0.78,0.76,0.48,0.39,0.55,0.61,0.02
avisynth2.csv,0.27,0.0,0.29,0.21,0.0,0.05,0.75,0.0,0.0,0.17,0.0,0.36,0.33,0.0,0.0,0.09,0.0
bigdata.csv,0.18,0.4,0.43,0.12,0.14,0.13,0.1,0.2,0.26,0.34,0.77,0.83,0.35,0.3,0.44,0.6,0.02
dsworkbench.csv,0.86,0.12,0.0,0.12,0.29,0.13,0.0,0.0,0.0,0.12,0.13,0.36,0.0,0.06,0.0,0.25,0.0
foursquared.csv,0.37,0.2,0.1,0.35,0.78,0.05,0.27,0.0,0.0,0.09,0.0,0.03,0.0,0.26,0.06,0.35,0.0
geotools.csv,0.65,0.56,0.46,0.75,0.51,0.31,0.13,0.07,0.36,0.52,0.7,0.41,0.22,0.53,0.11,0.72,0.02
gephex.csv,0.86,0.66,0.42,0.78,0.2,0.28,0.0,0.02,0.21,0.47,0.73,0.51,0.73,0.66,0.58,0.78,0.02
jgossipforum.csv,0.04,0.35,0.5,0.34,0.24,0.17,0.0,0.38,0.46,0.25,0.32,0.28,0.38,0.52,0.11,0.24,0.0
madman.csv,0.27,0.38,0.29,0.55,0.55,0.16,0.36,0.08,0.56,0.4,0.29,0.32,0.51,0.41,0.25,0.72,0.0
pokenetonline.csv,0.87,0.49,0.52,0.8,0.58,0.29,0.12,0.06,0.31,0.51,0.67,0.85,0.35,0.58,0.55,0.86,0.0
qmmp.csv,0.78,0.62,0.4,0.49,0.54,0.21,0.14,0.06,0.33,0.45,0.59,0.81,0.6,0.73,0.43,0.96,0.0
rcp-company-uibindings.csv,0.8,0.4,0.46,0.32,0.62,0.33,0.14,0.09,0.39,0.45,0.56,0.71,0.33,0.61,0.17,0.93,0.08
simplewebservices.csv,0.78,0.71,0.47,0.81,0.46,0.23,0.07,0.06,0.27,0.45,0.71,0.88,0.56,0.64,0.64,0.74,0.02
t-2.csv,0.58,0.68,0.39,0.58,0.51,0.45,0.08,0.08,0.26,0.33,0.77,0.5,0.32,0.57,0.05,0.82,0.08
wsmt.csv,0.31,0.0,0.16,0.03,0.3,0.08,0.0,0.0,0.0,0.08,0.05,0.32,0.77,0.06,0.0,0.43,0.0
yarp0.csv,0.77,0.42,0.59,0.61,0.39,0.19,0.0,0.05,0.38,0.43,0.61,0.72,0.55,0.62,0.54,0.69,0.0
