,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.94,1.0,1.0,0.0,0.98,1.0,1.0
jahshaka.csv,0.68,0.18,0.73,0.64,1.02,0.73,0.75
jatlas.csv,0.72,1.0,1.0,0.84,0.0,1.0,1.0
jedit.csv,0.05,0.72,0.67,0.42,0.69,0.71,0.69
open-media-library.csv,0.71,0.62,0.03,0.76,0.59,0.62,0.6
panda3d.csv,0.81,1.0,0.94,0.87,0.82,0.69,0.11
wheat.csv,0.57,0.76,0.72,0.72,0.55,0.0,0.81
