,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.32,0.42,0.33,0.35,0.39,0.35,0.45
jahshaka.csv,0.71,0.89,0.55,0.49,0.92,0.91,0.5
jatlas.csv,0.87,0.0,0.0,0.93,0.8,0.0,0.0
jedit.csv,0.5,0.65,0.45,0.34,0.52,0.71,0.55
open-media-library.csv,0.45,0.63,0.54,0.38,0.57,0.52,0.43
panda3d.csv,0.86,0.67,0.94,0.92,0.92,0.84,0.73
wheat.csv,0.56,0.68,0.48,0.77,0.58,0.5,0.82
