,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,wheat.csv,panda3d.csv
benojt.csv,0.45,0.18,0.47,1.0,0.08,0.54,0.31
jahshaka.csv,0.62,1.0,0.45,0.98,0.0,0.73,0.35
jatlas.csv,0.6,0.0,0.0,1.0,1.0,0.0,0.0
jedit.csv,1.0,0.2,0.52,1.0,0.09,0.64,0.4
open-media-library.csv,0.45,0.26,1.0,0.97,0.1,0.61,0.4
panda3d.csv,0.41,0.0,0.24,1.0,0.08,0.58,0.96
wheat.csv,0.64,0.16,0.46,1.0,0.12,1.0,0.25
