,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.93,0.23,0.51,0.09,0.09,0.07
fluent-nhibernate.csv,0.24,0.07,0.44,0.11,0.1,0.85
h2database.csv,0.24,0.93,0.07,0.17,0.52,0.28
jaql.csv,0.6,0.56,0.64,0.97,0.36,0.63
raven-monitoring.csv,0.53,0.43,0.95,0.36,0.37,0.31
v8.csv,0.43,0.39,0.0,0.17,0.98,0.2
