,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.09,0.81,0.7,0.93,0.93,0.94
fluent-nhibernate.csv,0.8,0.94,0.76,0.92,0.93,0.18
h2database.csv,0.81,0.08,0.97,0.87,0.71,0.77
jaql.csv,0.51,0.54,0.56,0.04,0.69,0.45
raven-monitoring.csv,0.72,0.81,0.06,0.76,0.85,0.93
v8.csv,0.87,0.88,1.0,0.96,0.08,0.96
