,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.94,0.24,0.46,0.14,0.14,0.1
fluent-nhibernate.csv,0.21,0.1,0.39,0.15,0.14,0.9
h2database.csv,0.18,0.96,0.08,0.21,0.69,0.24
jaql.csv,0.31,0.32,0.57,0.98,0.47,0.35
raven-monitoring.csv,0.19,0.16,0.97,0.35,0.5,0.08
v8.csv,0.19,0.23,0.56,0.56,1.0,0.16
