,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.98,0.31,0.41,0.78,0.94,0.33
fluent-nhibernate.csv,0.22,0.3,0.37,0.62,0.94,1.0
h2database.csv,0.16,1.0,0.15,0.42,0.94,0.25
jaql.csv,0.22,0.23,0.5,1.0,0.98,0.25
raven-monitoring.csv,0.11,0.1,1.0,0.38,0.91,0.05
v8.csv,0.11,0.13,0.4,0.39,1.0,0.09
