,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.98,0.97,0.66,0.89,0.94,0.67
fluent-nhibernate.csv,0.97,0.9,0.66,0.92,0.94,0.93
h2database.csv,0.98,0.98,0.92,0.97,0.59,0.94
jaql.csv,0.57,0.63,0.59,0.58,0.58,0.68
raven-monitoring.csv,0.57,0.55,0.64,0.69,0.73,0.68
v8.csv,0.45,0.38,0.36,0.36,0.44,0.45
