,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,v8.csv,fluent-nhibernate.csv
encog-java.csv,0.91,0.19,0.51,0.07,0.07,0.06
fluent-nhibernate.csv,0.2,0.06,0.43,0.09,0.08,0.82
h2database.csv,0.2,0.92,0.06,0.14,0.54,0.24
jaql.csv,0.57,0.53,0.66,0.96,0.31,0.59
raven-monitoring.csv,0.57,0.43,0.94,0.32,0.35,0.29
v8.csv,0.75,0.92,0.97,0.97,1.0,0.88
