,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.8,0.7,0.56,0.78,0.44,0.95,0.56,0.69,0.9,0.46,0.84,0.67,0.59
bscwweasel.csv,0.0,0.8,0.86,0.94,0.75,0.67,0.92,0.88,0.8,0.0,0.5,0.0,0.5
capcode.csv,0.0,0.95,0.9,0.97,0.5,0.88,0.91,0.96,0.98,0.8,0.75,0.9,0.88
emite.csv,0.56,0.4,0.45,0.66,0.36,0.53,0.45,0.3,0.89,0.38,0.39,0.54,0.31
extprosys.csv,0.31,0.44,0.49,0.45,0.36,0.77,0.38,0.51,0.37,0.63,0.45,0.39,0.51
lamp.csv,0.0,0.93,0.86,0.83,0.83,0.86,0.8,0.47,0.75,0.83,0.89,0.0,0.83
retromenu.csv,0.95,0.86,0.81,0.9,0.55,0.5,0.69,0.62,0.88,0.5,0.92,0.0,0.83
smbopensoft.csv,0.44,0.51,0.52,0.58,0.42,0.96,0.6,0.75,0.74,0.47,0.59,0.55,0.87
snakeyaml.csv,0.88,0.64,0.73,0.9,0.62,0.95,0.61,0.78,0.77,0.96,0.96,0.49,0.7
stuproa-cims.csv,0.37,0.37,0.51,0.51,0.37,0.49,0.38,0.5,0.87,0.38,0.47,0.4,0.4
ta3d.csv,0.28,0.4,0.56,0.49,0.43,0.56,0.52,0.9,0.46,0.44,0.47,0.37,0.4
thout.csv,0.0,0.8,0.78,0.85,0.5,0.97,0.6,0.37,0.78,0.94,0.76,0.79,0.72
vrjuggler.csv,0.96,0.69,0.67,0.49,0.59,0.98,0.5,0.67,0.43,0.94,0.64,0.44,0.88
