,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,1.0,0.98,0.73,0.95,0.9
elmo.csv,0.6,0.6,0.68,0.46,0.57
mscore.csv,0.4,0.88,0.84,0.95,0.67
tolven.csv,0.2,0.6,0.74,0.76,0.21
xbplayer.csv,0.0,0.74,0.58,0.89,0.46
