,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.65,1.05,0.21,0.07
emftriple.csv,0.98,0.0,1.0,0.91
fluent-nhibernate.csv,0.88,0.75,0.06,0.74
gpsmid.csv,0.04,0.88,0.37,0.71
