,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.82,1.06,0.61,1.02,0.77,0.95,0.95,0.45,0.54,0.83,0.66,0.62,0.82,0.97,0.99,0.61,0.52
checker-framework.csv,0.99,0.83,0.99,0.99,0.96,0.72,0.71,0.89,0.36,0.84,0.83,0.81,0.95,0.75,0.81,0.93,0.83
cme.csv,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,0.99,0.96,0.98,1.0,1.0,1.0,0.02
ctrlr.csv,0.91,0.81,1.0,0.68,0.82,0.96,0.92,1.01,0.98,0.88,1.04,0.78,0.93,0.32,0.95,0.98,1.02
fontforge.csv,0.64,0.93,0.98,0.78,0.55,0.95,0.98,0.6,0.66,0.39,0.64,0.85,0.83,0.97,0.9,0.82,0.85
gusanos.csv,0.6,0.68,0.82,0.76,0.45,0.77,1.0,0.51,0.49,0.92,0.59,0.52,0.79,0.73,0.29,0.58,0.52
jvcl.csv,0.6,0.79,0.46,0.64,0.73,0.63,0.94,0.68,0.85,0.92,0.71,1.0,0.93,1.0,0.82,0.74,1.05
kwave.csv,0.79,0.79,0.81,0.81,0.72,1.0,0.44,0.73,0.46,0.72,0.53,0.67,0.78,0.83,0.93,0.93,0.6
liferea.csv,0.59,0.62,0.94,0.88,0.68,0.41,0.83,0.7,0.6,0.65,0.74,0.61,0.61,0.87,0.77,0.63,0.57
lockss.csv,0.53,0.74,0.61,1.02,0.64,0.59,0.71,0.65,0.54,0.49,0.69,0.55,0.8,1.0,0.9,0.71,0.67
magicwars.csv,0.9,1.0,0.83,0.91,0.94,1.0,1.0,0.97,0.77,1.0,0.34,1.0,0.92,1.0,1.0,0.97,0.83
psrchive.csv,0.68,0.26,0.94,0.64,0.91,0.69,0.83,0.64,0.66,0.64,0.83,0.77,0.84,0.95,0.61,0.51,0.58
pydev.csv,0.6,0.74,0.53,0.71,0.75,0.64,0.66,0.64,0.48,0.63,0.68,0.67,0.71,0.96,0.71,0.4,0.6
sarasvati.csv,0.62,0.75,0.87,0.76,0.33,0.81,0.64,0.81,0.77,0.92,0.57,0.78,0.62,0.62,0.73,0.93,1.05
stuproa-cims.csv,0.71,1.0,0.92,0.88,0.91,1.0,0.82,0.53,0.41,0.79,0.76,0.7,0.4,1.0,0.77,0.59,0.54
thout.csv,0.46,0.9,0.78,0.78,0.74,0.95,0.88,0.54,0.59,0.94,0.47,0.91,0.86,0.92,0.81,0.67,1.01
zact.csv,0.77,0.8,0.89,0.29,0.74,0.76,0.76,0.95,1.07,0.88,1.03,0.91,0.93,0.6,0.73,0.91,1.0
