,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.51,0.42,0.64,0.22,0.49,0.29,0.24,0.0,0.1,0.47,0.19,0.19,0.67,0.04,0.42,0.68
bdbbasic.csv,0.49,0.45,0.47,0.34,0.34,0.54,0.02,0.0,0.18,0.92,0.12,0.16,0.33,0.03,0.41,0.68
crux-framework.csv,0.33,0.24,0.04,0.28,0.0,0.74,0.59,0.08,0.24,0.0,0.1,0.16,0.0,0.13,0.1,0.16
echongl.csv,0.4,0.16,0.9,0.66,0.79,0.5,0.12,0.0,0.43,0.16,0.27,0.41,0.67,0.31,0.72,0.58
etherboot.csv,0.0,0.07,0.0,0.0,0.31,0.0,0.0,0.16,0.12,0.0,0.95,0.0,1.0,0.0,0.6,1.0
freebios.csv,0.69,0.16,0.42,0.69,0.49,0.19,0.22,0.84,0.63,0.18,0.69,0.73,0.33,0.43,0.74,0.1
gebr.csv,0.99,0.99,0.78,0.56,0.69,0.98,0.86,0.18,0.88,1.0,0.91,0.62,1.0,0.54,0.79,1.0
glelite.csv,0.75,0.93,0.97,0.91,0.93,0.9,0.88,0.42,1.0,1.0,0.86,0.73,0.0,0.97,0.91,0.97
gnukeda.csv,0.73,0.19,0.4,0.28,0.33,0.09,0.22,0.03,0.0,0.34,0.35,0.81,0.0,0.0,0.79,0.81
google-gears.csv,0.45,0.66,0.74,0.19,0.79,0.88,0.98,0.66,0.88,1.0,0.62,0.27,1.0,0.66,0.7,0.97
gstreamer.csv,0.72,0.93,0.41,0.34,0.67,0.88,0.69,0.11,0.82,0.84,0.55,0.51,0.67,0.24,0.85,1.0
jnode.csv,0.03,0.25,0.2,0.53,0.1,0.09,0.06,0.79,0.16,0.11,0.04,0.24,0.0,0.08,0.22,0.06
metacosm.csv,0.13,0.64,0.78,0.28,0.3,0.08,0.14,0.03,0.1,0.55,0.56,0.11,0.67,0.12,0.36,0.19
openmeetings.csv,0.12,0.23,0.34,0.03,0.43,0.26,0.04,0.0,0.1,0.58,0.19,0.14,0.0,0.06,0.29,0.29
tradelink.csv,0.11,0.25,0.82,0.19,0.59,0.3,0.33,0.11,0.12,0.18,0.31,0.3,0.67,0.36,0.53,0.58
wxcrp.csv,0.23,0.9,0.92,0.75,1.0,0.7,0.82,1.0,0.61,0.63,0.58,0.7,1.0,0.71,0.67,0.94
