,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.69,0.97,0.99,0.0,0.95,0.6,0.78,0.93,0.68,0.93,0.75,0.73,0.73,0.94,0.83,0.78
betoffice.csv,0.94,1.0,0.8,0.87,0.84,0.94,0.79,0.07,0.92,0.63,0.97,0.8,0.84,0.75,0.87,0.87
bnetd.csv,0.68,0.96,0.6,0.43,0.51,0.54,0.83,0.73,0.53,0.7,0.04,0.64,0.93,0.6,0.69,0.74
elvishrayrenderer.csv,0.73,0.55,0.68,0.68,0.86,0.77,0.62,0.73,0.62,0.92,0.54,0.91,0.74,0.71,0.73,0.11
emisview.csv,0.98,0.98,1.0,0.63,0.82,0.0,1.0,0.93,0.97,1.0,1.0,0.93,0.87,0.85,0.93,0.94
findbugs.csv,0.54,0.38,0.62,0.75,0.64,0.76,0.93,0.79,0.56,0.84,0.8,0.77,0.11,0.65,0.83,0.71
hazelcast.csv,0.76,0.51,0.48,0.68,0.0,0.89,0.82,0.79,0.8,0.56,0.59,1.0,0.9,0.83,0.7,0.8
jitterbit.csv,0.79,0.39,0.81,0.77,0.64,0.66,0.87,0.82,0.05,0.79,0.52,0.89,0.54,0.47,0.77,0.78
jppf-project.csv,0.92,1.0,0.89,0.97,0.9,0.93,0.84,0.98,0.99,0.75,1.0,0.0,0.9,0.9,0.89,0.9
megasquirtavr.csv,0.59,0.64,0.2,0.83,0.43,0.96,0.7,0.65,0.7,0.77,0.68,0.89,0.72,1.0,0.58,0.88
stajistics.csv,0.6,0.83,0.69,0.77,0.51,0.73,0.89,0.8,0.77,0.82,0.9,1.09,0.85,0.73,0.07,0.53
trackit.csv,0.58,0.91,0.59,0.86,0.65,0.85,0.0,0.76,0.87,0.88,0.94,0.66,0.7,0.96,0.85,0.82
tweetsharp.csv,0.71,0.9,0.9,0.89,0.89,0.81,0.87,0.72,0.76,1.03,0.83,0.94,0.75,0.14,0.9,0.81
wxlua.csv,0.95,1.0,0.96,0.92,1.0,0.77,0.89,0.77,0.73,0.25,0.98,0.53,0.79,1.01,0.91,0.74
x4x.csv,0.08,0.95,0.74,0.77,0.82,0.89,0.69,0.79,0.85,0.84,0.83,0.68,0.79,0.81,0.82,0.83
xharbour.csv,1.0,0.05,0.79,0.94,1.0,0.98,0.96,0.94,0.97,0.95,1.0,1.02,0.91,1.0,1.0,0.89
