,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.45,1.0,0.0,0.4,0.24,0.33,0.76,0.41
bibedt.csv,0.53,0.0,0.75,0.9,0.53,0.17,0.16,0.22
customwars.csv,0.1,0.37,0.25,0.0,1.0,0.0,0.36,0.51
impala.csv,0.19,0.83,0.0,0.3,0.24,0.5,0.88,0.71
massiv.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02
playerstage.csv,0.98,0.3,0.5,0.5,0.41,0.38,0.12,0.2
quarkplusplus.csv,0.33,0.17,0.75,0.1,0.47,0.96,0.08,0.39
xinity.csv,0.26,0.04,0.25,0.1,0.41,0.5,0.4,1.0
