,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.53,0.52,0.64,0.52,0.65,0.67,0.5,0.62
bibedt.csv,0.6,0.88,0.7,0.89,0.47,0.83,0.93,0.73
customwars.csv,0.94,0.65,0.99,0.86,0.94,0.8,0.98,0.45
impala.csv,0.9,0.41,0.99,0.89,0.62,0.79,0.95,0.42
massiv.csv,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.61,0.97,0.66,0.88,0.61,0.54,0.9,0.88
quarkplusplus.csv,0.86,0.88,0.75,0.75,0.68,0.7,0.98,0.64
xinity.csv,0.66,0.83,0.65,0.64,0.62,0.78,0.57,0.41
