,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.83,0.0,1.08,0.76,0.9,0.83,0.61,0.64
bibedt.csv,0.49,1.01,0.37,0.1,0.65,0.84,0.86,0.81
customwars.csv,0.9,0.79,0.77,1.01,0.0,1.01,0.67,0.82
impala.csv,0.89,0.71,1.01,0.8,0.95,0.85,0.12,0.79
massiv.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.98
playerstage.csv,0.02,0.76,0.58,0.51,0.69,0.64,0.92,0.86
quarkplusplus.csv,0.68,0.85,0.39,0.9,0.61,0.04,0.95,0.65
xinity.csv,0.89,0.97,0.86,0.95,0.68,0.69,0.71,0.0
