,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.47,0.5,0.6,0.69,0.69,0.56,0.55,0.46,0.56,0.44,0.48,0.7,0.55,0.7,0.61,0.46,0.52
codepurge.csv,0.92,0.45,0.88,0.84,0.37,0.92,0.83,0.41,0.93,0.44,0.94,0.79,0.55,0.95,0.52,0.88,0.8
fontforge.csv,0.88,0.44,0.86,0.88,0.98,0.9,0.86,0.52,0.93,0.52,0.93,0.94,0.62,0.68,0.61,0.81,0.62
gmerlin.csv,0.93,0.59,0.89,0.6,0.81,0.64,0.44,0.28,0.47,0.35,0.6,0.64,0.71,0.94,0.38,0.63,0.74
hatari.csv,0.43,0.4,0.59,0.35,0.42,0.44,0.44,0.47,0.44,0.49,0.49,0.46,0.42,0.58,0.52,0.54,0.53
jaolt.csv,0.44,0.31,0.38,0.36,0.33,0.4,0.4,0.29,0.53,0.35,0.46,0.49,0.42,0.51,0.42,0.4,0.44
jcl.csv,0.86,0.67,0.0,0.89,0.93,0.0,0.86,0.0,0.96,0.67,0.0,0.97,0.0,0.97,0.93,0.88,0.94
ltp.csv,0.86,0.66,0.83,0.86,0.45,0.86,0.67,0.8,0.91,0.0,0.5,0.96,0.93,0.5,0.75,0.83,0.67
mia.csv,0.47,0.77,0.95,0.9,0.5,0.77,0.77,0.3,0.78,0.48,0.54,0.94,0.75,0.95,0.61,0.38,0.94
net-snmp.csv,0.56,0.59,0.71,0.92,0.47,0.55,0.5,0.31,0.67,0.45,0.51,0.93,0.69,0.59,0.89,0.65,0.53
opde.csv,0.57,0.54,0.87,0.71,0.54,0.62,0.92,0.83,0.73,0.78,0.58,0.88,0.62,0.96,0.38,0.76,0.64
oppna-program-hsatools.csv,0.36,0.31,0.41,0.37,0.33,0.35,0.36,0.28,0.42,0.37,0.42,0.4,0.35,0.52,0.36,0.38,0.37
powerfolder-.csv,0.83,0.62,0.0,0.75,0.93,0.85,0.5,0.8,0.82,0.68,0.75,0.95,0.7,0.96,0.42,0.62,0.64
qlc.csv,0.75,0.67,0.0,0.0,0.67,0.67,0.0,0.5,0.95,0.8,0.92,0.96,0.5,0.67,0.5,0.0,0.88
quantlib.csv,0.89,0.46,0.86,0.47,0.81,0.5,0.65,0.88,0.7,0.92,0.41,0.56,0.56,0.85,0.47,0.95,0.95
tcl.csv,0.92,0.94,0.92,0.62,0.98,0.93,0.83,0.57,0.93,0.54,0.93,0.9,0.91,0.88,0.86,0.83,0.89
