,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.44,0.45,0.38,0.37,0.73,1.0,0.0,0.43,0.14,0.48,0.84,0.08,0.7,0.18,0.13,0.32,0.16
codepurge.csv,0.38,0.48,0.5,0.53,0.7,0.56,0.17,0.52,0.13,0.51,0.94,0.07,0.77,1.0,0.18,0.44,0.13
fontforge.csv,0.25,0.29,0.71,0.5,0.58,0.31,0.14,1.0,0.13,0.43,0.73,0.18,0.73,0.32,0.13,0.48,0.16
gmerlin.csv,0.57,0.31,0.56,0.35,0.52,0.56,0.06,0.51,0.16,0.6,0.92,0.18,0.71,0.18,0.12,0.97,0.13
hatari.csv,0.48,0.34,1.0,0.35,0.72,0.49,0.03,0.37,0.16,0.49,0.83,0.07,0.73,0.15,0.12,0.37,0.2
jaolt.csv,0.44,0.33,0.48,0.38,0.69,0.45,0.02,0.43,0.17,0.49,0.84,0.09,1.0,0.15,0.12,0.32,0.18
jcl.csv,0.57,0.67,0.0,0.33,0.43,1.0,0.0,0.0,0.12,0.33,1.0,0.12,0.0,0.08,1.0,0.25,0.12
ltp.csv,0.57,0.21,0.83,0.71,0.99,0.29,0.0,0.6,0.18,1.0,1.0,0.09,0.79,1.0,0.5,0.33,0.33
mia.csv,0.42,0.38,0.36,0.5,0.5,0.37,0.08,0.42,0.14,0.47,0.8,1.0,0.67,0.24,0.07,0.32,0.06
net-snmp.csv,1.0,0.24,0.76,0.33,0.74,0.51,0.05,0.42,0.08,0.55,0.88,0.15,0.75,0.11,0.22,0.44,0.24
opde.csv,0.57,0.32,0.67,1.0,0.69,0.46,0.0,0.5,0.09,0.48,0.91,0.1,0.84,0.17,0.12,0.48,0.12
oppna-program-hsatools.csv,0.46,0.31,0.46,0.35,0.7,0.47,0.02,0.42,0.14,0.49,1.0,0.09,0.73,0.16,0.1,0.34,0.22
powerfolder-.csv,0.67,0.97,0.0,0.45,0.51,0.42,0.0,0.6,0.12,0.53,0.79,0.16,0.81,0.12,0.14,0.42,0.11
qlc.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.95,0.4,0.42,0.17,1.0,0.0,1.0,0.0,0.25
quantlib.csv,0.47,0.29,0.86,0.35,0.71,0.36,0.06,0.5,0.1,0.31,0.83,0.13,0.61,0.26,0.17,0.3,1.0
tcl.csv,0.62,0.28,0.58,0.19,0.61,0.47,0.0,0.43,0.14,1.0,1.0,0.07,0.73,0.12,0.05,0.67,0.0
