,mpqc.csv,iaml.csv,jrdf.csv,tigermud.csv
iaml.csv,97.5,193.0,447.0,98.5
jrdf.csv,99.0,99.0,257.5,94.5
mpqc.csv,387.0,196.5,160.5,98.5
tigermud.csv,99.0,98.5,1624.5,98.5
