,mpqc.csv,iaml.csv,jrdf.csv,tigermud.csv
iaml.csv,0.19,0.76,0.2,0.8
jrdf.csv,0.14,0.54,0.5,0.65
mpqc.csv,0.3,0.4,0.0,0.63
tigermud.csv,0.17,0.47,0.21,0.73
