,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.54,0.32,0.38,0.36,0.3,0.02,0.71,0.6,0.1,0.46,0.06,0.72,0.46,0.0
emeraldemu.csv,0.8,0.59,0.65,0.36,0.7,0.33,0.59,0.09,0.69,0.15,0.58,0.23,0.17,0.05
frogatto.csv,0.82,0.73,0.38,0.64,0.65,0.62,0.62,0.6,0.43,0.76,0.24,0.72,0.64,0.63
grafx2.csv,0.74,0.73,0.79,0.47,0.66,0.47,0.61,0.72,0.78,0.74,0.68,0.54,0.71,0.52
jahshakafx.csv,0.81,0.67,0.75,0.53,0.75,0.57,0.64,0.42,0.74,0.49,0.65,0.47,0.7,0.14
nassp.csv,0.65,0.44,0.05,0.47,0.44,0.25,0.28,0.53,0.81,0.67,0.46,0.37,0.64,0.51
netatalk.csv,0.77,0.53,0.05,0.63,0.67,0.59,0.47,0.37,0.38,0.71,0.72,0.41,0.66,0.63
open-beos.csv,0.84,0.74,0.72,0.53,0.68,0.64,0.39,0.3,0.76,0.48,0.68,0.51,0.61,0.57
psycle.csv,0.8,0.55,0.45,0.68,0.68,0.59,0.44,0.76,0.51,0.72,0.7,0.74,0.53,0.32
quantlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.09,0.02,0.57,0.0,0.0,0.71
reaper-ecad.csv,0.54,0.25,0.72,0.22,0.42,0.18,0.26,0.0,0.0,0.0,0.35,0.38,0.17,0.0
sbml.csv,0.53,0.72,0.71,0.66,0.38,0.68,0.5,0.72,0.42,0.68,0.72,0.68,0.59,0.56
unimrcp.csv,0.72,0.65,0.82,0.67,0.67,0.51,0.37,0.76,0.79,0.54,0.52,0.67,0.54,0.59
unladen-swallow.csv,0.2,0.47,0.05,0.47,0.43,0.45,0.26,0.65,0.1,0.45,0.26,0.48,0.69,0.29
